id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
SUR,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SWZ,<200,<500,<1000,1100,1700,2200,2600,3000,3300,3400,3500,3500,3500,3400,3300,3200,2500,2500,2500,2100,1800,1500,1500,1300,<1000,<1000,<1000
SWE,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
THA,<500,<1000,1400,1800,2200,2500,2800,2900,3000,3000,2400,2200,1900,1300,<1000,<1000,<1000,<1000,<500,<500,<500,<200,<200,<100,<100,<100,<100
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,<1000,<1000,<1000,1100,1300,1500,1800,2000,2100,2300,2400,2500,2600,2500,2500,2400,2300,2300,2300,2300,2200,1700,1600,1500,1300,<1000,<1000
TTO,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,41000,42000,42000,41000,40000,39000,37000,36000,35000,33000,33000,32000,31000,31000,30000,30000,30000,29000,27000,27000,26000,23000,16000,12000,5300,4500,4600
UKR,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<500,<500,<500,<500,<500,<500,<500,<500,<500
ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,
