id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
FJI,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2400,2900,3400,3700,4000,4200,2700,2200,1700,1200,1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
GAB,<100,<100,<100,<200,<200,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500
GMB,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000
GEO,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<500
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,1100,1700,2500,3600,4900,6500,8200,9900,12000,13000,14000,15000,16000,16000,16000,15000,15000,14000,12000,11000,9700,8500,7500,7000,6800,6500,6400
GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,1000
GIN,<500,<500,<1000,<1000,<1000,1100,1300,1600,1800,2000,2100,2300,2400,2500,2500,2600,2500,2300,2300,2000,1800,1700,1700,2000,2300,2500,2500
GNB,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
GUY,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
HTI,1900,2400,3000,3500,4000,4400,4700,4900,5000,5100,5000,5000,4800,4600,4500,4300,3900,3200,2800,2400,2200,2400,2400,2400,2300,2100,2000
HND,<500,<500,<500,<1000,<1000,<1000,1000,1100,1300,1400,1500,1600,1700,1700,1500,1400,1300,1200,1100,1100,1000,<1000,<1000,<1000,<1000,<1000,<1000
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,1500,2500,3900,6100,9100,13000,18000,25000,32000,41000,50000,60000,69000,78000,86000,91000,92000,90000,83000,77000,71000,65000,60000,56000,49000,43000,40000
IDN,<100,<100,<100,<100,<100,<100,<200,<500,<1000,<1000,1300,1800,2600,3700,5000,6600,8300,9700,12000,14000,16000,18000,21000,22000,24000,25000,25000
IRN,<100,<100,<100,<100,<100,<200,<200,<200,<200,<500,<500,<500,<1000,<1000,1000,1300,1500,1800,2100,2400,2600,2900,3000,3100,3200,3300,3300
